barcode_cell	clone	atac_cell	replicate
R1.025,R2.062,R3.094,P1.01	clone5,clone3	R1.025,R2.062,R3.094,P1.09	DSS21BC-DSS-m2
R1.025,R2.073,R3.068,P1.01	clone3	R1.025,R2.073,R3.068,P1.09	DSS21BC-DSS-m2
R1.025,R2.081,R3.018,P1.01	clone5,clone3,clone38	R1.025,R2.081,R3.018,P1.09	DSS21BC-DSS-m2
R1.025,R2.082,R3.026,P1.01	clone3	R1.025,R2.082,R3.026,P1.09	DSS21BC-DSS-m2
R1.025,R2.089,R3.091,P1.01	clone70	R1.025,R2.089,R3.091,P1.09	DSS21BC-DSS-m2
R1.026,R2.002,R3.028,P1.01	clone5,clone3	R1.026,R2.002,R3.028,P1.09	DSS21BC-DSS-m2
R1.026,R2.025,R3.024,P1.01	clone5	R1.026,R2.025,R3.024,P1.09	DSS21BC-DSS-m2
R1.026,R2.053,R3.010,P1.01	clone5,clone3	R1.026,R2.053,R3.010,P1.09	DSS21BC-DSS-m2
R1.026,R2.063,R3.064,P1.01	clone3,clone46	R1.026,R2.063,R3.064,P1.09	DSS21BC-DSS-m2
R1.026,R2.073,R3.034,P1.01	clone3	R1.026,R2.073,R3.034,P1.09	DSS21BC-DSS-m2
R1.026,R2.077,R3.096,P1.01	clone186	R1.026,R2.077,R3.096,P1.09	DSS21BC-DSS-m2
R1.027,R2.042,R3.020,P1.01	clone3,clone65	R1.027,R2.042,R3.020,P1.09	DSS21BC-DSS-m2
R1.027,R2.043,R3.014,P1.01	clone11	R1.027,R2.043,R3.014,P1.09	DSS21BC-DSS-m2
R1.027,R2.065,R3.010,P1.01	clone86,clone56	R1.027,R2.065,R3.010,P1.09	DSS21BC-DSS-m2
R1.027,R2.071,R3.014,P1.01	clone86	R1.027,R2.071,R3.014,P1.09	DSS21BC-DSS-m2
R1.027,R2.094,R3.096,P1.01	clone84,clone65	R1.027,R2.094,R3.096,P1.09	DSS21BC-DSS-m2
R1.028,R2.011,R3.061,P1.01	clone5,clone3	R1.028,R2.011,R3.061,P1.09	DSS21BC-DSS-m2
R1.028,R2.048,R3.054,P1.01	clone42	R1.028,R2.048,R3.054,P1.09	DSS21BC-DSS-m2
R1.028,R2.051,R3.084,P1.01	clone5	R1.028,R2.051,R3.084,P1.09	DSS21BC-DSS-m2
R1.028,R2.058,R3.079,P1.01	clone5	R1.028,R2.058,R3.079,P1.09	DSS21BC-DSS-m2
R1.028,R2.083,R3.033,P1.01	clone3	R1.028,R2.083,R3.033,P1.09	DSS21BC-DSS-m2
R1.028,R2.084,R3.070,P1.01	clone49	R1.028,R2.084,R3.070,P1.09	DSS21BC-DSS-m2
R1.028,R2.088,R3.046,P1.01	clone5,clone3	R1.028,R2.088,R3.046,P1.09	DSS21BC-DSS-m2
R1.028,R2.094,R3.055,P1.01	clone42	R1.028,R2.094,R3.055,P1.09	DSS21BC-DSS-m2
R1.029,R2.036,R3.078,P1.01	clone5,clone3	R1.029,R2.036,R3.078,P1.09	DSS21BC-DSS-m2
R1.029,R2.062,R3.007,P1.01	clone5,clone3	R1.029,R2.062,R3.007,P1.09	DSS21BC-DSS-m2
R1.029,R2.079,R3.030,P1.01	clone11	R1.029,R2.079,R3.030,P1.09	DSS21BC-DSS-m2
R1.029,R2.093,R3.087,P1.01	clone3	R1.029,R2.093,R3.087,P1.09	DSS21BC-DSS-m2
R1.030,R2.005,R3.018,P1.01	clone269	R1.030,R2.005,R3.018,P1.09	DSS21BC-DSS-m2
R1.030,R2.015,R3.007,P1.01	clone42	R1.030,R2.015,R3.007,P1.09	DSS21BC-DSS-m2
R1.031,R2.024,R3.047,P1.01	clone42	R1.031,R2.024,R3.047,P1.09	DSS21BC-DSS-m2
R1.031,R2.025,R3.037,P1.01	clone5,clone3	R1.031,R2.025,R3.037,P1.09	DSS21BC-DSS-m2
R1.031,R2.043,R3.020,P1.01	clone3	R1.031,R2.043,R3.020,P1.09	DSS21BC-DSS-m2
R1.031,R2.047,R3.012,P1.01	clone49	R1.031,R2.047,R3.012,P1.09	DSS21BC-DSS-m2
R1.031,R2.048,R3.083,P1.01	clone3	R1.031,R2.048,R3.083,P1.09	DSS21BC-DSS-m2
R1.031,R2.053,R3.032,P1.01	clone5	R1.031,R2.053,R3.032,P1.09	DSS21BC-DSS-m2
R1.031,R2.053,R3.071,P1.01	clone5,clone3	R1.031,R2.053,R3.071,P1.09	DSS21BC-DSS-m2
R1.031,R2.063,R3.017,P1.01	clone269	R1.031,R2.063,R3.017,P1.09	DSS21BC-DSS-m2
R1.031,R2.069,R3.028,P1.01	clone166	R1.031,R2.069,R3.028,P1.09	DSS21BC-DSS-m2
R1.032,R2.008,R3.037,P1.01	clone5	R1.032,R2.008,R3.037,P1.09	DSS21BC-DSS-m2
R1.032,R2.017,R3.008,P1.01	clone5,clone3	R1.032,R2.017,R3.008,P1.09	DSS21BC-DSS-m2
R1.032,R2.078,R3.094,P1.01	clone5,clone209	R1.032,R2.078,R3.094,P1.09	DSS21BC-DSS-m2
R1.032,R2.094,R3.032,P1.01	clone49	R1.032,R2.094,R3.032,P1.09	DSS21BC-DSS-m2
R1.034,R2.017,R3.021,P1.01	clone118	R1.034,R2.017,R3.021,P1.09	DSS21BC-DSS-m3
R1.034,R2.043,R3.081,P1.01	clone1	R1.034,R2.043,R3.081,P1.09	DSS21BC-DSS-m3
R1.035,R2.012,R3.063,P1.01	clone1	R1.035,R2.012,R3.063,P1.09	DSS21BC-DSS-m3
R1.035,R2.079,R3.080,P1.01	clone1	R1.035,R2.079,R3.080,P1.09	DSS21BC-DSS-m3
R1.036,R2.021,R3.070,P1.01	clone1	R1.036,R2.021,R3.070,P1.09	DSS21BC-DSS-m3
R1.036,R2.026,R3.017,P1.01	clone1	R1.036,R2.026,R3.017,P1.09	DSS21BC-DSS-m3
R1.036,R2.058,R3.029,P1.01	clone1	R1.036,R2.058,R3.029,P1.09	DSS21BC-DSS-m3
R1.037,R2.005,R3.079,P1.01	clone1	R1.037,R2.005,R3.079,P1.09	DSS21BC-DSS-m3
R1.037,R2.055,R3.067,P1.01	clone423	R1.037,R2.055,R3.067,P1.09	DSS21BC-DSS-m3
R1.037,R2.091,R3.029,P1.01	clone1	R1.037,R2.091,R3.029,P1.09	DSS21BC-DSS-m3
R1.038,R2.033,R3.028,P1.01	clone248	R1.038,R2.033,R3.028,P1.09	DSS21BC-DSS-m3
R1.039,R2.012,R3.075,P1.01	clone1	R1.039,R2.012,R3.075,P1.09	DSS21BC-DSS-m3
R1.040,R2.062,R3.032,P1.01	clone248	R1.040,R2.062,R3.032,P1.09	DSS21BC-DSS-m3
R1.040,R2.062,R3.055,P1.01	clone1	R1.040,R2.062,R3.055,P1.09	DSS21BC-DSS-m3
R1.041,R2.074,R3.070,P1.01	clone1	R1.041,R2.074,R3.070,P1.09	DSS21BC-DSS-m3
R1.041,R2.075,R3.068,P1.01	clone248	R1.041,R2.075,R3.068,P1.09	DSS21BC-DSS-m3
R1.042,R2.033,R3.081,P1.01	clone1	R1.042,R2.033,R3.081,P1.09	DSS21BC-DSS-m3
R1.043,R2.039,R3.014,P1.01	clone335	R1.043,R2.039,R3.014,P1.09	DSS21BC-DSS-m3
R1.044,R2.092,R3.025,P1.01	clone1	R1.044,R2.092,R3.025,P1.09	DSS21BC-DSS-m3
R1.045,R2.009,R3.011,P1.01	clone1	R1.045,R2.009,R3.011,P1.09	DSS21BC-DSS-m3
R1.045,R2.073,R3.073,P1.01	clone1	R1.045,R2.073,R3.073,P1.09	DSS21BC-DSS-m3
R1.046,R2.058,R3.068,P1.01	clone1	R1.046,R2.058,R3.068,P1.09	DSS21BC-DSS-m3
R1.046,R2.072,R3.013,P1.01	clone1	R1.046,R2.072,R3.013,P1.09	DSS21BC-DSS-m3
R1.047,R2.016,R3.007,P1.01	clone1	R1.047,R2.016,R3.007,P1.09	DSS21BC-DSS-m3
R1.047,R2.030,R3.084,P1.01	clone1	R1.047,R2.030,R3.084,P1.09	DSS21BC-DSS-m3
R1.047,R2.048,R3.047,P1.01	clone1	R1.047,R2.048,R3.047,P1.09	DSS21BC-DSS-m3
R1.047,R2.076,R3.037,P1.01	clone1	R1.047,R2.076,R3.037,P1.09	DSS21BC-DSS-m3
R1.048,R2.048,R3.055,P1.01	clone1	R1.048,R2.048,R3.055,P1.09	DSS21BC-DSS-m3
R1.048,R2.088,R3.023,P1.01	clone1	R1.048,R2.088,R3.023,P1.09	DSS21BC-DSS-m3
R1.049,R2.004,R3.068,P1.01	clone13	R1.049,R2.004,R3.068,P1.09	DSS21BC-Control-m7
R1.049,R2.007,R3.061,P1.01	clone4	R1.049,R2.007,R3.061,P1.09	DSS21BC-Control-m7
R1.049,R2.019,R3.005,P1.01	clone13	R1.049,R2.019,R3.005,P1.09	DSS21BC-Control-m7
R1.049,R2.021,R3.059,P1.01	clone2	R1.049,R2.021,R3.059,P1.09	DSS21BC-Control-m7
R1.049,R2.037,R3.088,P1.01	clone187,clone108	R1.049,R2.037,R3.088,P1.09	DSS21BC-Control-m7
R1.049,R2.041,R3.004,P1.01	clone4	R1.049,R2.041,R3.004,P1.09	DSS21BC-Control-m7
R1.049,R2.047,R3.077,P1.01	clone2,clone105	R1.049,R2.047,R3.077,P1.09	DSS21BC-Control-m7
R1.049,R2.053,R3.034,P1.01	clone278	R1.049,R2.053,R3.034,P1.09	DSS21BC-Control-m7
R1.049,R2.053,R3.045,P1.01	clone12	R1.049,R2.053,R3.045,P1.09	DSS21BC-Control-m7
R1.049,R2.053,R3.064,P1.01	clone2,clone4	R1.049,R2.053,R3.064,P1.09	DSS21BC-Control-m7
R1.049,R2.073,R3.069,P1.01	clone2,clone4	R1.049,R2.073,R3.069,P1.09	DSS21BC-Control-m7
R1.049,R2.078,R3.077,P1.01	clone2,clone4	R1.049,R2.078,R3.077,P1.09	DSS21BC-Control-m7
R1.049,R2.081,R3.001,P1.01	clone2,clone4	R1.049,R2.081,R3.001,P1.09	DSS21BC-Control-m7
R1.049,R2.085,R3.032,P1.01	clone91	R1.049,R2.085,R3.032,P1.09	DSS21BC-Control-m7
R1.049,R2.085,R3.060,P1.01	clone274	R1.049,R2.085,R3.060,P1.09	DSS21BC-Control-m7
R1.049,R2.089,R3.065,P1.01	clone2,clone4	R1.049,R2.089,R3.065,P1.09	DSS21BC-Control-m7
R1.049,R2.090,R3.042,P1.01	clone24	R1.049,R2.090,R3.042,P1.09	DSS21BC-Control-m7
R1.049,R2.092,R3.035,P1.01	clone29,clone47	R1.049,R2.092,R3.035,P1.09	DSS21BC-Control-m7
R1.050,R2.020,R3.090,P1.01	clone2,clone33	R1.050,R2.020,R3.090,P1.09	DSS21BC-Control-m7
R1.050,R2.026,R3.017,P1.01	clone2	R1.050,R2.026,R3.017,P1.09	DSS21BC-Control-m7
R1.050,R2.027,R3.054,P1.01	clone13	R1.050,R2.027,R3.054,P1.09	DSS21BC-Control-m7
R1.050,R2.030,R3.032,P1.01	clone29	R1.050,R2.030,R3.032,P1.09	DSS21BC-Control-m7
R1.050,R2.044,R3.024,P1.01	clone144	R1.050,R2.044,R3.024,P1.09	DSS21BC-Control-m7
R1.050,R2.053,R3.083,P1.01	clone400	R1.050,R2.053,R3.083,P1.09	DSS21BC-Control-m7
R1.050,R2.059,R3.084,P1.01	clone53	R1.050,R2.059,R3.084,P1.09	DSS21BC-Control-m7
R1.050,R2.067,R3.039,P1.01	clone13	R1.050,R2.067,R3.039,P1.09	DSS21BC-Control-m7
R1.050,R2.068,R3.018,P1.01	clone130	R1.050,R2.068,R3.018,P1.09	DSS21BC-Control-m7
R1.050,R2.071,R3.005,P1.01	clone142	R1.050,R2.071,R3.005,P1.09	DSS21BC-Control-m7
R1.050,R2.073,R3.062,P1.01	clone52	R1.050,R2.073,R3.062,P1.09	DSS21BC-Control-m7
R1.050,R2.094,R3.092,P1.01	clone4	R1.050,R2.094,R3.092,P1.09	DSS21BC-Control-m7
R1.051,R2.003,R3.078,P1.01	clone13,clone27	R1.051,R2.003,R3.078,P1.09	DSS21BC-Control-m7
R1.051,R2.012,R3.001,P1.01	clone2,clone4	R1.051,R2.012,R3.001,P1.09	DSS21BC-Control-m7
R1.051,R2.022,R3.011,P1.01	clone2	R1.051,R2.022,R3.011,P1.09	DSS21BC-Control-m7
R1.051,R2.039,R3.036,P1.01	clone2	R1.051,R2.039,R3.036,P1.09	DSS21BC-Control-m7
R1.051,R2.050,R3.018,P1.01	clone2	R1.051,R2.050,R3.018,P1.09	DSS21BC-Control-m7
R1.051,R2.051,R3.025,P1.01	clone52	R1.051,R2.051,R3.025,P1.09	DSS21BC-Control-m7
R1.051,R2.053,R3.065,P1.01	clone2,clone4	R1.051,R2.053,R3.065,P1.09	DSS21BC-Control-m7
R1.052,R2.006,R3.005,P1.01	clone2	R1.052,R2.006,R3.005,P1.09	DSS21BC-Control-m7
R1.052,R2.022,R3.002,P1.01	clone2,clone4	R1.052,R2.022,R3.002,P1.09	DSS21BC-Control-m7
R1.052,R2.026,R3.027,P1.01	clone114	R1.052,R2.026,R3.027,P1.09	DSS21BC-Control-m7
R1.052,R2.034,R3.086,P1.01	clone15	R1.052,R2.034,R3.086,P1.09	DSS21BC-Control-m7
R1.052,R2.049,R3.047,P1.01	clone305	R1.052,R2.049,R3.047,P1.09	DSS21BC-Control-m7
R1.052,R2.051,R3.005,P1.01	clone2,clone13	R1.052,R2.051,R3.005,P1.09	DSS21BC-Control-m7
R1.052,R2.052,R3.049,P1.01	clone14	R1.052,R2.052,R3.049,P1.09	DSS21BC-Control-m7
R1.052,R2.064,R3.076,P1.01	clone85	R1.052,R2.064,R3.076,P1.09	DSS21BC-Control-m7
R1.052,R2.072,R3.032,P1.01	clone15	R1.052,R2.072,R3.032,P1.09	DSS21BC-Control-m7
R1.052,R2.080,R3.048,P1.01	clone2	R1.052,R2.080,R3.048,P1.09	DSS21BC-Control-m7
R1.052,R2.086,R3.046,P1.01	clone149	R1.052,R2.086,R3.046,P1.09	DSS21BC-Control-m7
R1.053,R2.016,R3.058,P1.01	clone4	R1.053,R2.016,R3.058,P1.09	DSS21BC-Control-m7
R1.053,R2.020,R3.019,P1.01	clone4	R1.053,R2.020,R3.019,P1.09	DSS21BC-Control-m7
R1.053,R2.020,R3.071,P1.01	clone106	R1.053,R2.020,R3.071,P1.09	DSS21BC-Control-m7
R1.053,R2.036,R3.092,P1.01	clone2,clone69	R1.053,R2.036,R3.092,P1.09	DSS21BC-Control-m7
R1.053,R2.037,R3.016,P1.01	clone13	R1.053,R2.037,R3.016,P1.09	DSS21BC-Control-m7
R1.053,R2.048,R3.061,P1.01	clone12	R1.053,R2.048,R3.061,P1.09	DSS21BC-Control-m7
R1.053,R2.055,R3.047,P1.01	clone15	R1.053,R2.055,R3.047,P1.09	DSS21BC-Control-m7
R1.053,R2.055,R3.086,P1.01	clone2,clone4	R1.053,R2.055,R3.086,P1.09	DSS21BC-Control-m7
R1.053,R2.063,R3.061,P1.01	clone4	R1.053,R2.063,R3.061,P1.09	DSS21BC-Control-m7
R1.053,R2.081,R3.041,P1.01	clone298	R1.053,R2.081,R3.041,P1.09	DSS21BC-Control-m7
R1.054,R2.002,R3.057,P1.01	clone27	R1.054,R2.002,R3.057,P1.09	DSS21BC-Control-m7
R1.054,R2.007,R3.003,P1.01	clone2,clone4	R1.054,R2.007,R3.003,P1.09	DSS21BC-Control-m7
R1.054,R2.012,R3.040,P1.01	clone305	R1.054,R2.012,R3.040,P1.09	DSS21BC-Control-m7
R1.054,R2.040,R3.066,P1.01	clone2	R1.054,R2.040,R3.066,P1.09	DSS21BC-Control-m7
R1.054,R2.042,R3.029,P1.01	clone9	R1.054,R2.042,R3.029,P1.09	DSS21BC-Control-m7
R1.054,R2.055,R3.031,P1.01	clone29	R1.054,R2.055,R3.031,P1.09	DSS21BC-Control-m7
R1.054,R2.072,R3.037,P1.01	clone31	R1.054,R2.072,R3.037,P1.09	DSS21BC-Control-m7
R1.054,R2.094,R3.055,P1.01	clone110	R1.054,R2.094,R3.055,P1.09	DSS21BC-Control-m7
R1.055,R2.007,R3.028,P1.01	clone2	R1.055,R2.007,R3.028,P1.09	DSS21BC-Control-m7
R1.055,R2.016,R3.040,P1.01	clone2,clone4	R1.055,R2.016,R3.040,P1.09	DSS21BC-Control-m7
R1.055,R2.016,R3.073,P1.01	clone37	R1.055,R2.016,R3.073,P1.09	DSS21BC-Control-m7
R1.055,R2.022,R3.096,P1.01	clone85	R1.055,R2.022,R3.096,P1.09	DSS21BC-Control-m7
R1.055,R2.024,R3.030,P1.01	clone31	R1.055,R2.024,R3.030,P1.09	DSS21BC-Control-m7
R1.055,R2.052,R3.054,P1.01	clone33	R1.055,R2.052,R3.054,P1.09	DSS21BC-Control-m7
R1.055,R2.060,R3.004,P1.01	clone4	R1.055,R2.060,R3.004,P1.09	DSS21BC-Control-m7
R1.055,R2.061,R3.004,P1.01	clone327	R1.055,R2.061,R3.004,P1.09	DSS21BC-Control-m7
R1.055,R2.067,R3.019,P1.01	clone139	R1.055,R2.067,R3.019,P1.09	DSS21BC-Control-m7
R1.056,R2.008,R3.007,P1.01	clone9	R1.056,R2.008,R3.007,P1.09	DSS21BC-Control-m7
R1.056,R2.011,R3.049,P1.01	clone2	R1.056,R2.011,R3.049,P1.09	DSS21BC-Control-m7
R1.056,R2.015,R3.008,P1.01	clone33	R1.056,R2.015,R3.008,P1.09	DSS21BC-Control-m7
R1.056,R2.030,R3.070,P1.01	clone4,clone219,clone16	R1.056,R2.030,R3.070,P1.09	DSS21BC-Control-m7
R1.056,R2.054,R3.089,P1.01	clone2,clone35,clone15	R1.056,R2.054,R3.089,P1.09	DSS21BC-Control-m7
R1.056,R2.070,R3.007,P1.01	clone4	R1.056,R2.070,R3.007,P1.09	DSS21BC-Control-m7
R1.056,R2.070,R3.008,P1.01	clone2	R1.056,R2.070,R3.008,P1.09	DSS21BC-Control-m7
R1.056,R2.078,R3.016,P1.01	clone16,clone47	R1.056,R2.078,R3.016,P1.09	DSS21BC-Control-m7
R1.056,R2.079,R3.086,P1.01	clone15	R1.056,R2.079,R3.086,P1.09	DSS21BC-Control-m7
R1.056,R2.087,R3.032,P1.01	clone2,clone4	R1.056,R2.087,R3.032,P1.09	DSS21BC-Control-m7
R1.057,R2.022,R3.061,P1.01	clone2,clone4,clone113	R1.057,R2.022,R3.061,P1.09	DSS21BC-Control-m7
R1.057,R2.026,R3.027,P1.01	clone4	R1.057,R2.026,R3.027,P1.09	DSS21BC-Control-m7
R1.057,R2.036,R3.082,P1.01	clone2,clone4,clone113,clone102	R1.057,R2.036,R3.082,P1.09	DSS21BC-Control-m7
R1.057,R2.049,R3.058,P1.01	clone2	R1.057,R2.049,R3.058,P1.09	DSS21BC-Control-m7
R1.057,R2.053,R3.066,P1.01	clone24,clone22	R1.057,R2.053,R3.066,P1.09	DSS21BC-Control-m7
R1.057,R2.074,R3.026,P1.01	clone2,clone4	R1.057,R2.074,R3.026,P1.09	DSS21BC-Control-m7
R1.057,R2.081,R3.059,P1.01	clone53	R1.057,R2.081,R3.059,P1.09	DSS21BC-Control-m7
R1.057,R2.088,R3.077,P1.01	clone114	R1.057,R2.088,R3.077,P1.09	DSS21BC-Control-m7
R1.057,R2.091,R3.011,P1.01	clone225,clone326	R1.057,R2.091,R3.011,P1.09	DSS21BC-Control-m7
R1.058,R2.004,R3.060,P1.01	clone2,clone9	R1.058,R2.004,R3.060,P1.09	DSS21BC-Control-m7
R1.058,R2.016,R3.025,P1.01	clone2	R1.058,R2.016,R3.025,P1.09	DSS21BC-Control-m7
R1.058,R2.019,R3.019,P1.01	clone47	R1.058,R2.019,R3.019,P1.09	DSS21BC-Control-m7
R1.058,R2.033,R3.038,P1.01	clone2,clone4	R1.058,R2.033,R3.038,P1.09	DSS21BC-Control-m7
R1.058,R2.044,R3.006,P1.01	clone2,clone4	R1.058,R2.044,R3.006,P1.09	DSS21BC-Control-m7
R1.058,R2.050,R3.058,P1.01	clone384	R1.058,R2.050,R3.058,P1.09	DSS21BC-Control-m7
R1.058,R2.058,R3.029,P1.01	clone2,clone4	R1.058,R2.058,R3.029,P1.09	DSS21BC-Control-m7
R1.058,R2.058,R3.091,P1.01	clone4	R1.058,R2.058,R3.091,P1.09	DSS21BC-Control-m7
R1.058,R2.062,R3.058,P1.01	clone4	R1.058,R2.062,R3.058,P1.09	DSS21BC-Control-m7
R1.058,R2.066,R3.018,P1.01	clone4	R1.058,R2.066,R3.018,P1.09	DSS21BC-Control-m7
R1.058,R2.070,R3.054,P1.01	clone2	R1.058,R2.070,R3.054,P1.09	DSS21BC-Control-m7
R1.058,R2.080,R3.055,P1.01	clone2	R1.058,R2.080,R3.055,P1.09	DSS21BC-Control-m7
R1.058,R2.081,R3.029,P1.01	clone15	R1.058,R2.081,R3.029,P1.09	DSS21BC-Control-m7
R1.058,R2.082,R3.042,P1.01	clone2,clone4	R1.058,R2.082,R3.042,P1.09	DSS21BC-Control-m7
R1.058,R2.082,R3.059,P1.01	clone330	R1.058,R2.082,R3.059,P1.09	DSS21BC-Control-m7
R1.058,R2.082,R3.082,P1.01	clone15	R1.058,R2.082,R3.082,P1.09	DSS21BC-Control-m7
R1.058,R2.083,R3.068,P1.01	clone4	R1.058,R2.083,R3.068,P1.09	DSS21BC-Control-m7
R1.058,R2.085,R3.088,P1.01	clone2,clone4	R1.058,R2.085,R3.088,P1.09	DSS21BC-Control-m7
R1.058,R2.090,R3.073,P1.01	clone16	R1.058,R2.090,R3.073,P1.09	DSS21BC-Control-m7
R1.059,R2.003,R3.076,P1.01	clone35,clone40	R1.059,R2.003,R3.076,P1.09	DSS21BC-Control-m7
R1.059,R2.005,R3.034,P1.01	clone35,clone40	R1.059,R2.005,R3.034,P1.09	DSS21BC-Control-m7
R1.059,R2.010,R3.017,P1.01	clone35	R1.059,R2.010,R3.017,P1.09	DSS21BC-Control-m7
R1.059,R2.027,R3.026,P1.01	clone115	R1.059,R2.027,R3.026,P1.09	DSS21BC-Control-m7
R1.059,R2.027,R3.043,P1.01	clone2	R1.059,R2.027,R3.043,P1.09	DSS21BC-Control-m7
R1.059,R2.027,R3.076,P1.01	clone113	R1.059,R2.027,R3.076,P1.09	DSS21BC-Control-m7
R1.059,R2.027,R3.083,P1.01	clone2,clone39,clone260	R1.059,R2.027,R3.083,P1.09	DSS21BC-Control-m7
R1.059,R2.042,R3.068,P1.01	clone69	R1.059,R2.042,R3.068,P1.09	DSS21BC-Control-m7
R1.059,R2.045,R3.016,P1.01	clone4	R1.059,R2.045,R3.016,P1.09	DSS21BC-Control-m7
R1.059,R2.050,R3.004,P1.01	clone9	R1.059,R2.050,R3.004,P1.09	DSS21BC-Control-m7
R1.059,R2.051,R3.020,P1.01	clone29,clone114,clone381	R1.059,R2.051,R3.020,P1.09	DSS21BC-Control-m7
R1.059,R2.054,R3.032,P1.01	clone2,clone4	R1.059,R2.054,R3.032,P1.09	DSS21BC-Control-m7
R1.059,R2.060,R3.023,P1.01	clone16	R1.059,R2.060,R3.023,P1.09	DSS21BC-Control-m7
R1.059,R2.061,R3.054,P1.01	clone4	R1.059,R2.061,R3.054,P1.09	DSS21BC-Control-m7
R1.059,R2.061,R3.064,P1.01	clone229	R1.059,R2.061,R3.064,P1.09	DSS21BC-Control-m7
R1.059,R2.064,R3.059,P1.01	clone2	R1.059,R2.064,R3.059,P1.09	DSS21BC-Control-m7
